nyud 509
nyud 200
scannet scene0000_01 000963
scannet scene0000_01 000162
scannet scene0000_01 004384
scannet scene0000_00 005419
scannet scene0000_01 000991
scannet scene0000_01 003035
scannet scene0000_02 004860
scannet scene0002_01 005450
scannet scene0000_02 002776
scenenet train/0/469 3225
scenenet train/0/472 800
scenenet train/0/166 75
scenenet train/0/401 3375
scenenet train/0/398 3700
scenenet train/0/119 7175
scenenet train/0/230 6425
scenenet train/0/8 6225
scenenet train/0/456 3325
scenenet train/0/483 4650
scenenet train/0/73 5325
scenenet train/0/290 3050
scenenet train/0/417 5800
scenenet train/0/353 5350
scenenet train/0/302 3300
scenenet train/0/488 5850
scenenet train/0/439 3175
scenenet train/0/20 5500
scenenet train/0/96 5500
scenenet train/0/48 3575
scenenet train/0/414 1675
scenenet train/0/327 4050
scenenet train/0/113 5125
scenenet train/0/385 1575
scenenet train/0/389 6700
scenenet train/0/294 6250
scenenet train/0/485 300
scenenet train/0/416 7225
scenenet train/0/40 6425
scenenet train/0/382 1250
scenenet train/0/270 225
scenenet train/0/312 6325
scenenet train/0/350 4375
scenenet train/0/422 1400
nyud 761
nyud 333
scannet scene0000_01 000192
scannet scene0000_02 004646
scannet scene0002_01 004362
scannet scene0000_02 000815
scannet scene0000_01 000347
scannet scene0000_02 005179
scannet scene0002_01 004441
scannet scene0000_01 004661
scannet scene0000_02 003922
scannet scene0000_01 004490
scannet scene0000_02 001300
scannet scene0002_01 002590
scenenet train/0/162 2350
scenenet train/0/336 1450
scenenet train/0/183 1575
scenenet train/0/162 7325
scenenet train/0/459 3450
scenenet train/0/363 2150
scenenet train/0/360 100
scenenet train/0/462 2825
scenenet train/0/464 750
scenenet train/0/13 5000
scenenet train/0/430 6625
scenenet train/0/315 75
scenenet train/0/90 4050
scenenet train/0/160 750
scenenet train/0/181 925
scenenet train/0/110 1825
scenenet train/0/57 4050
scenenet train/0/454 3100
scenenet train/0/422 1825
scenenet train/0/274 6075
scenenet train/0/138 525
scenenet train/0/334 4725
scenenet train/0/225 4250
scenenet train/0/289 7000
scenenet train/0/60 3850
scenenet train/0/31 7400
scenenet train/0/478 5650
scenenet train/0/434 5350
scenenet train/0/308 3900
scenenet train/0/341 6550
scenenet train/0/480 175
scenenet train/0/12 6125
scenenet train/0/73 1850
scenenet train/0/216 5700
nyud 131
nyud 391
scannet scene0000_00 001678
scannet scene0000_00 004705
scannet scene0000_01 000524
scannet scene0000_02 003151
scannet scene0000_02 003314
scannet scene0000_02 001621
scannet scene0000_01 004139
scannet scene0000_00 002616
scannet scene0000_01 004426
scannet scene0000_00 002192
scannet scene0000_02 003697
scannet scene0000_02 001448
scenenet train/0/172 4700
scenenet train/0/202 2375
scenenet train/0/275 4500
scenenet train/0/140 3975
scenenet train/0/234 1925
scenenet train/0/378 2250
scenenet train/0/381 1275
scenenet train/0/460 625
scenenet train/0/85 3450
scenenet train/0/185 7150
scenenet train/0/0 6125
scenenet train/0/134 6700
scenenet train/0/312 5750
scenenet train/0/401 150
scenenet train/0/402 5750
scenenet train/0/75 1300
scenenet train/0/22 5625
scenenet train/0/323 6325
scenenet train/0/402 850
scenenet train/0/370 1850
scenenet train/0/58 3500
scenenet train/0/140 3850
scenenet train/0/237 7400
scenenet train/0/102 5300
scenenet train/0/237 5075
scenenet train/0/478 3600
scenenet train/0/87 2375
scenenet train/0/8 6100
scenenet train/0/247 5850
scenenet train/0/45 4550
scenenet train/0/366 850
scenenet train/0/149 5150
scenenet train/0/102 6175
scenenet train/0/316 4250
nyud 1257
nyud 369
scannet scene0000_02 003505
scannet scene0000_00 005321
scannet scene0001_01 000874
scannet scene0000_02 000659
scannet scene0002_01 002275
scannet scene0000_02 000743
scannet scene0002_01 001599
scannet scene0000_00 000439
scannet scene0001_01 000226
scannet scene0000_00 003828
scannet scene0002_00 000988
scannet scene0000_02 002464
scenenet train/0/358 6350
scenenet train/0/493 0
scenenet train/0/458 4150
scenenet train/0/459 1225
scenenet train/0/387 2775
scenenet train/0/45 4200
scenenet train/0/188 2150
scenenet train/0/133 1875
scenenet train/0/312 3750
scenenet train/0/405 6850
scenenet train/0/313 1175
scenenet train/0/247 350
scenenet train/0/276 1925
scenenet train/0/28 2500
scenenet train/0/226 4225
scenenet train/0/339 6125
scenenet train/0/370 2200
scenenet train/0/179 2000
scenenet train/0/231 2200
scenenet train/0/73 2100
scenenet train/0/258 6425
scenenet train/0/440 7225
scenenet train/0/348 5625
scenenet train/0/199 250
scenenet train/0/183 4550
scenenet train/0/229 2250
scenenet train/0/344 1125
scenenet train/0/37 4550
scenenet train/0/444 6300
scenenet train/0/117 3150
scenenet train/0/336 6275
scenenet train/0/68 3075
scenenet train/0/15 3100
scenenet train/0/235 925
nyud 696
nyud 163
scannet scene0000_00 000009
scannet scene0001_00 000931
scannet scene0000_02 004901
scannet scene0000_02 002062
scannet scene0000_00 004210
scannet scene0000_01 000204
scannet scene0000_02 003685
scannet scene0000_01 001490
scannet scene0000_02 001547
scannet scene0002_01 005131
scannet scene0002_01 004035
scannet scene0000_02 005237
scenenet train/0/243 4850
scenenet train/0/272 2900
scenenet train/0/235 1425
scenenet train/0/18 6075
scenenet train/0/319 5700
scenenet train/0/216 1675
scenenet train/0/24 6025
scenenet train/0/11 3925
scenenet train/0/448 6225
scenenet train/0/317 3475
scenenet train/0/91 4325
scenenet train/0/158 425
scenenet train/0/121 7175
scenenet train/0/141 4325
scenenet train/0/168 6175
scenenet train/0/25 5575
scenenet train/0/469 125
scenenet train/0/342 825
scenenet train/0/359 7125
scenenet train/0/209 650
scenenet train/0/52 1275
scenenet train/0/274 5075
scenenet train/0/348 2875
scenenet train/0/4 5275
scenenet train/0/53 4675
scenenet train/0/144 150
scenenet train/0/463 800
scenenet train/0/482 6125
scenenet train/0/34 2100
scenenet train/0/356 5350
scenenet train/0/81 3050
scenenet train/0/167 1950
scenenet train/0/12 6275
scenenet train/0/251 2400
nyud 247
nyud 1052
scannet scene0002_01 002413
scannet scene0000_02 002709
scannet scene0000_01 002590
scannet scene0000_00 003747
scannet scene0002_01 003893
scannet scene0000_02 000855
scannet scene0001_00 000842
scannet scene0000_01 002467
scannet scene0000_00 001631
scannet scene0002_01 001816
scannet scene0002_01 004598
scannet scene0000_00 002730
scenenet train/0/195 1850
scenenet train/0/261 4675
scenenet train/0/186 2650
scenenet train/0/325 3675
scenenet train/0/456 7025
scenenet train/0/10 4000
scenenet train/0/470 525
scenenet train/0/434 2125
scenenet train/0/278 600
scenenet train/0/148 4300
scenenet train/0/300 5900
scenenet train/0/168 6825
scenenet train/0/164 3800
scenenet train/0/381 3625
scenenet train/0/292 525
scenenet train/0/376 3300
scenenet train/0/286 6000
scenenet train/0/412 4050
scenenet train/0/284 5925
scenenet train/0/117 3750
scenenet train/0/424 325
scenenet train/0/320 6500
scenenet train/0/376 6300
scenenet train/0/96 4550
scenenet train/0/142 7200
scenenet train/0/87 6975
scenenet train/0/412 4200
scenenet train/0/399 5300
scenenet train/0/480 3525
scenenet train/0/311 5175
scenenet train/0/238 1075
scenenet train/0/348 4875
scenenet train/0/427 7075
scenenet train/0/179 1850
nyud 1207
nyud 178
scannet scene0000_02 003820
scannet scene0000_02 000998
scannet scene0001_00 001402
scannet scene0000_01 002987
scannet scene0000_02 000267
scannet scene0000_00 000372
scannet scene0001_00 001288
scannet scene0001_01 001260
scannet scene0001_00 000492
scannet scene0000_01 003259
scannet scene0001_00 000712
scannet scene0000_02 004501
scenenet train/0/499 4250
scenenet train/0/95 5200
scenenet train/0/477 700
scenenet train/0/145 1650
scenenet train/0/289 7225
scenenet train/0/335 2550
scenenet train/0/393 1200
scenenet train/0/30 6800
scenenet train/0/29 6625
scenenet train/0/67 3050
scenenet train/0/61 5775
scenenet train/0/368 2450
scenenet train/0/241 350
scenenet train/0/187 5325
scenenet train/0/176 1975
scenenet train/0/213 4475
scenenet train/0/22 2575
scenenet train/0/38 2650
scenenet train/0/465 1475
scenenet train/0/46 4200
scenenet train/0/171 5425
scenenet train/0/421 1150
scenenet train/0/452 6650
scenenet train/0/375 6225
scenenet train/0/375 975
scenenet train/0/160 5075
scenenet train/0/258 575
scenenet train/0/388 2125
scenenet train/0/232 6875
scenenet train/0/80 1225
scenenet train/0/447 6800
scenenet train/0/191 2275
scenenet train/0/486 925
scenenet train/0/199 3325
nyud 980
nyud 682
scannet scene0000_01 002753
scannet scene0000_00 001699
scannet scene0000_00 002994
scannet scene0001_01 001232
scannet scene0000_00 004992
scannet scene0001_00 000751
scannet scene0001_01 000073
scannet scene0001_00 000366
scannet scene0001_01 000738
scannet scene0000_00 005017
scannet scene0000_01 005128
scannet scene0000_00 004409
scenenet train/0/65 1400
scenenet train/0/352 7300
scenenet train/0/158 5750
scenenet train/0/29 4625
scenenet train/0/409 5350
scenenet train/0/239 5000
scenenet train/0/359 2475
scenenet train/0/7 5525
scenenet train/0/2 3925
scenenet train/0/311 7125
scenenet train/0/61 6850
scenenet train/0/286 2350
scenenet train/0/289 2550
scenenet train/0/213 4900
scenenet train/0/428 4050
scenenet train/0/406 2975
scenenet train/0/326 150
scenenet train/0/163 4475
scenenet train/0/427 5900
scenenet train/0/403 7150
scenenet train/0/65 6225
scenenet train/0/274 1575
scenenet train/0/5 6325
scenenet train/0/483 1250
scenenet train/0/148 5375
scenenet train/0/276 6050
scenenet train/0/493 1375
scenenet train/0/145 6400
scenenet train/0/210 50
scenenet train/0/480 1750
scenenet train/0/423 2325
scenenet train/0/497 6625
scenenet train/0/50 6000
scenenet train/0/37 950
nyud 140
nyud 1050
scannet scene0000_00 000258
scannet scene0000_01 001601
scannet scene0000_00 002174
scannet scene0000_01 000464
scannet scene0002_00 001094
scannet scene0000_02 004548
scannet scene0002_00 000731
scannet scene0000_00 002980
scannet scene0000_02 003051
scannet scene0000_01 004353
scannet scene0002_01 004811
scannet scene0002_01 000398
scenenet train/0/111 6875
scenenet train/0/389 1875
scenenet train/0/190 2925
scenenet train/0/385 1900
scenenet train/0/491 3825
scenenet train/0/319 5400
scenenet train/0/452 5325
scenenet train/0/308 2350
scenenet train/0/194 1000
scenenet train/0/19 850
scenenet train/0/198 3150
scenenet train/0/492 3125
scenenet train/0/210 5650
scenenet train/0/344 5375
scenenet train/0/257 6400
scenenet train/0/195 4400
scenenet train/0/432 7225
scenenet train/0/105 3550
scenenet train/0/381 1375
scenenet train/0/392 2725
scenenet train/0/268 325
scenenet train/0/200 1150
scenenet train/0/53 5925
scenenet train/0/113 2975
scenenet train/0/244 7175
scenenet train/0/176 1925
scenenet train/0/347 3750
scenenet train/0/342 5300
scenenet train/0/367 2175
scenenet train/0/437 550
scenenet train/0/271 1600
scenenet train/0/199 4750
scenenet train/0/339 100
scenenet train/0/208 525
nyud 474
nyud 807
scannet scene0002_01 000678
scannet scene0000_02 001928
scannet scene0000_00 000411
scannet scene0002_01 003793
scannet scene0000_00 002915
scannet scene0000_01 003442
scannet scene0000_02 001735
scannet scene0000_00 003394
scannet scene0001_00 000816
scannet scene0002_00 000061
scannet scene0000_02 002546
scannet scene0000_02 001106
scenenet train/0/44 5950
scenenet train/0/78 4050
scenenet train/0/90 4175
scenenet train/0/409 4800
scenenet train/0/41 4725
scenenet train/0/187 3700
scenenet train/0/87 3775
scenenet train/0/481 1025
scenenet train/0/432 4600
scenenet train/0/345 7400
scenenet train/0/188 150
scenenet train/0/161 600
scenenet train/0/7 1950
scenenet train/0/162 725
scenenet train/0/479 3775
scenenet train/0/116 1775
scenenet train/0/281 2575
scenenet train/0/392 4575
scenenet train/0/17 275
scenenet train/0/408 1100
scenenet train/0/418 5175
scenenet train/0/206 7025
scenenet train/0/358 1225
scenenet train/0/415 5225
scenenet train/0/247 475
scenenet train/0/262 150
scenenet train/0/124 4600
scenenet train/0/433 50
scenenet train/0/486 6850
scenenet train/0/382 6200
scenenet train/0/204 1125
scenenet train/0/249 6875
scenenet train/0/227 4675
scenenet train/0/367 2825
nyud 482
nyud 577
scannet scene0000_00 000853
scannet scene0002_00 001564
scannet scene0000_01 000950
scannet scene0000_01 005416
scannet scene0000_01 004733
scannet scene0000_00 001186
scannet scene0000_02 003564
scannet scene0002_00 000624
scannet scene0001_00 000485
scannet scene0002_01 002981
scannet scene0000_02 004047
scannet scene0000_00 003623
scenenet train/0/258 6675
scenenet train/0/145 4075
scenenet train/0/103 2575
scenenet train/0/401 3950
scenenet train/0/41 3875
scenenet train/0/25 5900
scenenet train/0/324 250
scenenet train/0/436 6275
scenenet train/0/320 5075
scenenet train/0/235 275
scenenet train/0/202 1225
scenenet train/0/369 7050
scenenet train/0/197 700
scenenet train/0/233 6250
scenenet train/0/65 1075
scenenet train/0/211 5075
scenenet train/0/327 7375
scenenet train/0/227 6475
scenenet train/0/459 1525
scenenet train/0/288 6825
scenenet train/0/492 1000
scenenet train/0/496 6650
scenenet train/0/11 5600
scenenet train/0/270 6475
scenenet train/0/213 2475
scenenet train/0/241 825
scenenet train/0/62 1650
scenenet train/0/97 6550
scenenet train/0/76 4625
scenenet train/0/285 5300
scenenet train/0/99 6450
scenenet train/0/341 2700
scenenet train/0/436 7000
scenenet train/0/200 3650
nyud 1177
nyud 237
scannet scene0002_01 004164
scannet scene0001_01 000308
scannet scene0000_00 003630
scannet scene0002_01 000336
scannet scene0002_01 000697
scannet scene0000_02 005000
scannet scene0001_01 000484
scannet scene0000_01 004140
scannet scene0000_02 003774
scannet scene0000_01 001901
scannet scene0000_00 000754
scannet scene0000_01 001126
scenenet train/0/0 50
scenenet train/0/305 1925
scenenet train/0/340 5900
scenenet train/0/475 4425
scenenet train/0/357 275
scenenet train/0/423 300
scenenet train/0/423 1800
scenenet train/0/124 1875
scenenet train/0/484 1375
scenenet train/0/216 2075
scenenet train/0/471 4975
scenenet train/0/336 4475
scenenet train/0/379 3075
scenenet train/0/362 4550
scenenet train/0/494 5050
scenenet train/0/380 3975
scenenet train/0/48 3375
scenenet train/0/333 5775
scenenet train/0/78 7400
scenenet train/0/12 4825
scenenet train/0/337 6025
scenenet train/0/299 6350
scenenet train/0/101 2425
scenenet train/0/368 3475
scenenet train/0/23 2550
scenenet train/0/454 6975
scenenet train/0/76 1025
scenenet train/0/421 7425
scenenet train/0/234 5625
scenenet train/0/182 5400
scenenet train/0/16 1250
scenenet train/0/270 2850
scenenet train/0/103 4175
scenenet train/0/384 2325
nyud 1200
nyud 478
scannet scene0002_00 001518
scannet scene0000_02 001690
scannet scene0000_00 002838
scannet scene0000_02 000704
scannet scene0000_02 004560
scannet scene0002_01 003650
scannet scene0000_02 001492
scannet scene0000_00 000346
scannet scene0002_01 003955
scannet scene0000_00 000041
scannet scene0002_01 001823
scannet scene0002_01 003432
scenenet train/0/119 1725
scenenet train/0/308 5025
scenenet train/0/386 5750
scenenet train/0/202 4825
scenenet train/0/481 3600
scenenet train/0/256 1050
scenenet train/0/303 1900
scenenet train/0/484 2475
scenenet train/0/197 4500
scenenet train/0/475 650
scenenet train/0/305 5975
scenenet train/0/363 5550
scenenet train/0/327 5300
scenenet train/0/258 1900
scenenet train/0/49 6475
scenenet train/0/28 4300
scenenet train/0/353 2175
scenenet train/0/403 6350
scenenet train/0/297 300
scenenet train/0/230 1550
scenenet train/0/305 2150
scenenet train/0/290 6850
scenenet train/0/4 4175
scenenet train/0/344 7250
scenenet train/0/333 5575
scenenet train/0/22 4075
scenenet train/0/364 775
scenenet train/0/47 5925
scenenet train/0/283 300
scenenet train/0/223 3475
scenenet train/0/223 6050
scenenet train/0/225 2950
scenenet train/0/214 25
scenenet train/0/392 4725
nyud 20
nyud 629
scannet scene0002_01 003144
scannet scene0000_00 003992
scannet scene0000_01 004458
scannet scene0002_01 003919
scannet scene0002_00 000562
scannet scene0000_02 000165
scannet scene0000_02 000234
scannet scene0000_01 003448
scannet scene0000_01 002312
scannet scene0002_01 005105
scannet scene0000_02 001668
scannet scene0002_01 002819
scenenet train/0/434 800
scenenet train/0/275 4050
scenenet train/0/435 4800
scenenet train/0/24 7050
scenenet train/0/23 1725
scenenet train/0/15 1500
scenenet train/0/295 3000
scenenet train/0/326 3550
scenenet train/0/248 1600
scenenet train/0/428 3500
scenenet train/0/200 3425
scenenet train/0/88 4675
scenenet train/0/425 2075
scenenet train/0/74 4575
scenenet train/0/119 5625
scenenet train/0/117 3250
scenenet train/0/103 4675
scenenet train/0/73 4275
scenenet train/0/399 1850
scenenet train/0/60 6725
scenenet train/0/211 2200
